Player_Name,matches,inns,balls,runs,wkts,BBI,bowling_ave,Econ,bowling_SR,5W,10W,balls_bowled,runs_against,odi_year
Subash Khakurel,6,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Kushal Malla,27,22,,,18,2/6,32.94,4.63,42.6,0,0,768,593,2020-2020
Cameron Stevenson,18,17,,,23,3/22,27.91,5.55,30.1,0,0,693,642,2020-2020
Kamal Airee,3,3,,,2,2/56,54.50,5.73,57.0,0,0,114,109,2020-2020
David Miller,155,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Moeen Ali,129,119,,,99,4/46,49.89,5.28,56.6,0,0,5606,4940,2020-2020
Adil Rashid,125,119,,,183,5/27,32.20,5.64,34.2,2,0,6263,5894,2020-2020
Saqib Mahmood,8,8,,,14,4/42,22.85,4.58,29.9,0,0,419,320,2020-2020
Kane Williamson,161,65,,,37,4/22,35.40,5.35,39.6,0,0,1467,1310,2020-2020
Nisarg Patel,41,39,,,42,4/30,30.50,4.75,38.4,0,0,1615,1281,2020-2020
Nosthush Kenjige,40,39,,,38,3/22,34.92,4.24,49.3,0,0,1876,1327,2020-2020
Darren Bravo,122,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Jason Holder,138,134,,,159,5/27,36.96,5.50,40.2,2,0,6402,5878,2020-2020
Avishka Fernando,29,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Dimuth Karunaratne,44,2,,,0,-,-,6.75,-,0,0,16,18,2020-2020
Kusal Perera,107,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Kusal Mendis,106,2,,,0,-,-,8.40,-,0,0,20,28,2020-2020
Angelo Mathews,221,158,,,120,6/20,33.35,4.62,43.2,1,0,5191,4003,2020-2020
Dhananjaya de Silva,76,62,,,41,3/32,39.31,5.06,46.5,0,0,1910,1612,2020-2020
Thisara Perera,166,157,,,175,6/44,32.80,5.83,33.7,4,0,5900,5740,2020-2020
Wanindu Hasaranga,48,47,,,67,6/24,28.77,5.07,34.0,3,0,2279,1928,2020-2020
Isuru Udana,21,21,,,18,3/82,52.77,6.27,50.5,0,0,909,950,2020-2020
Lakshan Sandakan,31,30,,,27,4/52,57.00,6.20,55.1,0,0,1488,1539,2020-2020
Nuwan Pradeep,49,47,,,63,4/31,37.12,5.98,37.2,0,0,2345,2339,2020-2020
Fabian Allen,20,18,,,7,2/40,89.57,5.64,95.1,0,0,666,627,2020-2020
Janneman Malan,23,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Kyle Verreynne,12,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Heinrich Klaasen,36,2,,,0,-,-,6.60,-,0,0,30,33,2020-2020
Keshav Maharaj,27,26,,,29,3/25,37.03,4.79,46.3,0,0,1345,1074,2020-2020
Anrich Nortje,21,20,,,36,4/51,25.66,5.68,27.1,0,0,976,924,2020-2020
Mitchell Marsh,72,64,,,54,5/33,35.42,5.43,39.0,1,0,2111,1913,2020-2020
D'Arcy Short,8,5,,,0,-,-,7.60,-,0,0,90,114,2020-2020
Litton Das,72,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Tamim Iqbal,241,2,,,0,-,-,13.00,-,0,0,6,13,2020-2020
Najmul Hossain Shanto,27,4,,,1,1/10,40.00,5.45,44.0,0,0,44,40,2020-2020
Mushfiqur Rahim,251,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Mahmudullah,218,146,,,82,3/4,45.26,5.21,52.1,0,0,4273,3712,2020-2020
Mohammad Mithun,34,1,,,0,-,-,6.00,-,0,0,12,12,2020-2020
Mohammad Saifuddin,29,28,,,41,4/41,31.19,5.98,31.2,0,0,1283,1279,2020-2020
Mehidy Hasan Miraz,77,74,,,88,4/25,32.97,4.70,42.0,0,0,3699,2902,2020-2020
Mashrafe Mortaza,220,220,,,270,6/26,32.93,4.88,40.4,1,0,10922,8893,2020-2020
Tinashe Kamunhukamwe,7,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Chamu Chibhabha,109,59,,,35,4/25,46.60,5.82,47.9,0,0,1679,1631,2020-2020
Regis Chakabva,61,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Brendan Taylor,205,21,,,9,3/54,45.11,6.15,44.0,0,0,396,406,2020-2020
Wessly Madhevere,36,28,,,13,3/36,52.53,5.08,62.0,0,0,806,683,2020-2020
Sikandar Raza,136,107,,,85,4/55,42.48,4.91,51.9,0,0,4412,3611,2020-2020
Richmond Mutumbami,36,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Tinotenda Mutombodzi,14,11,,,7,2/33,51.28,5.80,53.0,0,0,371,359,2020-2020
Donald Tiripano,38,36,,,36,5/63,40.44,5.79,41.8,1,0,1508,1456,2020-2020
Carl Mumba,7,7,,,7,3/69,46.57,7.19,38.8,0,0,272,326,2020-2020
Chris Mpofu,84,83,,,93,6/52,38.50,5.42,42.5,1,0,3960,3581,2020-2020
Mustafizur Rahman,89,88,,,148,6/43,24.62,5.08,29.0,5,0,4305,3645,2020-2020
Taijul Islam,18,18,,,30,5/28,23.60,4.37,32.4,1,0,972,708,2020-2020
Shafiul Islam,60,60,,,70,4/21,36.12,5.97,36.2,0,0,2540,2529,2020-2020
Sean Williams,156,128,,,83,4/43,47.54,4.94,57.7,0,0,4792,3946,2020-2020
Charlton Tshuma,2,2,,,1,1/35,83.00,7.54,66.0,0,0,66,83,2020-2020
Al-Amin Hossain,15,15,,,22,4/51,27.63,5.50,30.1,0,0,663,608,2020-2020
Afif Hossain,28,8,,,3,1/0,22.66,4.97,27.3,0,0,82,68,2020-2020
Jhye Richardson,15,15,,,27,4/26,29.37,5.87,30.0,0,0,810,793,2020-2020
Daryn Dupavillon,2,2,,,1,1/21,51.00,4.63,66.0,0,0,66,51,2020-2020
Lockie Ferguson,53,53,,,85,5/45,31.04,5.66,32.8,1,0,2795,2639,2020-2020
Trent Boult,99,99,,,187,7/34,23.97,4.93,29.1,5,0,5453,4484,2020-2020
Harry Tector,38,6,,,2,1/20,97.50,6.50,90.0,0,0,180,195,2020-2020
Curtis Campher,30,27,,,24,3/49,37.83,5.90,38.4,0,0,922,908,2020-2020
James Vince,25,2,,,1,1/18,38.00,5.42,42.0,0,0,42,38,2020-2020
Sam Billings,28,-,,,-,-,-,-,-,-,-,-,-,2020-2020
David Willey,64,63,,,84,5/30,31.21,5.58,33.5,1,0,2817,2622,2020-2020
Reece Topley,22,22,,,33,6/24,27.03,5.29,30.6,1,0,1010,892,2020-2020
Josh Little,32,30,,,48,4/38,31.93,5.92,32.3,0,0,1553,1533,2020-2020
Marcus Stoinis,60,53,,,40,3/16,42.92,5.87,43.8,0,0,1753,1717,2020-2020
Glenn Maxwell,128,101,,,60,4/46,50.23,5.56,54.1,0,0,3248,3014,2020-2020
Jos Buttler,165,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Jofra Archer,21,21,,,42,6/40,21.73,4.80,27.1,1,0,1139,913,2020-2020
Mark Wood,59,58,,,71,4/33,37.88,5.42,41.9,0,0,2975,2690,2020-2020
Imam-ul-Haq,59,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Abid Ali,6,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Babar Azam,100,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Haris Sohail,45,21,,,11,3/45,55.72,5.72,58.3,0,0,642,613,2020-2020
Mohammad Rizwan,57,-,,,-,-,-,-,-,-,-,-,-,2020-2020
Iftikhar Ahmed,12,10,,,8,5/40,41.75,5.38,46.5,1,0,372,334,2020-2020
Faheem Ashraf,31,30,,,23,5/22,46.08,5.11,54.0,1,0,1244,1060,2020-2020
